"id","name"
"71.01.31.2001",Ambang I
"71.01.31.2002",Ambang II
"71.01.31.2003",Tadoy
"71.01.31.2004",Bolaang
"71.01.31.2005",Bantik
"71.01.31.2006",Lolan
"71.01.31.2007",Tadoy I
"71.01.31.2008",Bolaang Satu
"71.01.31.2009",Lolan Dua
"71.01.32.2001",Bilalang III
"71.01.32.2002",Bilalang IV
"71.01.32.2003",Tudu Aog
"71.01.32.2004",Tudu Aog Baru
"71.01.32.2005",Kolinganga'an
"71.01.32.2006",Bilalang III Utara
"71.01.32.2007",Bilalang Baru
"71.01.32.2008",Apado
"71.01.33.2001",Serasi
"71.01.33.2002",Kanaan
"71.01.33.2003",Toruakat
"71.01.33.2004",Pusian
"71.01.33.2005",Ponompiaan
"71.01.33.2006",Mototabian
"71.01.33.2007",Bumbungon
"71.01.33.2008",Siniyung
"71.01.33.2009",Siniyung Satu
"71.01.33.2010",Dumoga Satu
"71.01.33.2011",Pusian Selatan
"71.01.33.2012",Pusian Barat
"71.01.34.2001",Bonawang
"71.01.34.2002",Tapadaka Satu / I
"71.01.34.2003",Tapadaka Utara
"71.01.34.2004",Tapadaka Timur
"71.01.34.2005",Konarom
"71.01.34.2006",Konarom Barat
"71.01.34.2007",Konarom Utara
"71.01.34.2008",Osion
"71.01.34.2009",Ikuna
"71.01.34.2010",Dumara
"71.01.35.2001",Ibolian
"71.01.35.2002",Ibolian Satu / I
"71.01.35.2003",Kinomaligan (Kinomalingan)
"71.01.35.2004",Kosio
"71.01.35.2005",Kosio Timur
"71.01.35.2006",Kasio Barat
"71.01.35.2007",Werdhi Agung
"71.01.35.2008",Werdhi Agung Selatan
"71.01.35.2009",Werdhi Agung Utara
"71.01.35.2010",Werdhi Agung Timur
"71.02.01.1007",Masarang
"71.02.01.1008",Rinegetan
"71.02.01.1009",Roong
"71.02.01.1010",Tuutu
"71.02.01.1011",Tounkuramber
"71.02.01.1012",Wawalintouan
"71.02.01.1013",Rerewokan
"71.02.01.1014",Watulambot
"71.02.01.1015",Wewelan (Wewelen)
"71.02.02.1001",Luaan
"71.02.02.1005",Ranowangko
"71.02.02.1006",Wengkol
"71.02.02.1007",Kendis
"71.02.02.1008",Katinggolan
"71.02.02.1009",Liningaan
"71.02.02.1010",Taler
"71.02.02.1011",Kiniar
"71.02.02.1012",Touluor (Toulour)
"71.02.02.1013",Papakelan
"71.02.02.1014",Makalounsow (Makalonsouw)
"71.02.03.2001",Telap
"71.02.03.2002",Watumea
"71.02.03.2003",Eris
"71.02.03.2004",Maumbi
"71.02.03.2005",Tandengan
"71.02.03.2006",Ranomerut
"71.02.03.2007",Touliang Oki
"71.02.03.2008",Tandengan Satu
"71.02.04.2001",Tulap
"71.02.04.2002",Lalumpe
"71.02.04.2003",Kayubesi (Kayu Besi)
"71.02.04.2004",Ranowangko II (Ranowangko Dua)
"71.02.04.2005",Kombi
"71.02.04.2006",Sawangan
"71.02.04.2007",Kolongan
"71.02.04.2008",Rerer
"71.02.04.2009",Kinaselon (Kinaleosan)
"71.02.04.2010",Makalisung
"71.02.04.2011",Kalawiran
"71.02.04.2012",Kolongan I
"71.02.04.2013",Rerer I
"71.02.05.2001",Kapataran
"71.02.05.2002",Seretan
"71.02.05.2003",Atep Oki
"71.02.05.2004",Karor
"71.02.05.2005",Kaleosan
"71.02.05.2006",Watulaney
"71.02.05.2007",Kayuroya
"71.02.05.2008",Seretan Timur
"71.02.05.2009",Parentek
"71.02.05.2010",Kapataran Satu
"71.02.05.2011",Watulaney Amian
"71.02.06.2003",Kayuwatu
"71.02.06.2004",Wineru
"71.02.06.2005",Rinondor
"71.02.06.2006",Sendangan
"71.02.06.2015",Pahaleten
"71.02.06.2016",Talikuran
"71.02.06.2017",Tounelet
"71.02.06.2018",Paslaten
"71.02.06.2019",Kaweng
"71.02.06.2020",Toulimembet
"71.02.06.2021",Makalelon
"71.02.06.2022",Tumpaan
"71.02.06.2023",Mahembang
"71.02.07.2004",Tember
"71.02.07.2005",Kamanga
"71.02.07.2006",Sendangan
"71.02.07.2007",Talikuran
"71.02.07.2009",Tempok
"71.02.07.2010",Liba
"71.02.07.2011",Tolok
"71.02.07.2012",Kamanga Dua
"71.02.07.2016",Tempok Selatan
"71.02.07.2017",Tolok Satu
"71.02.08.2001",Kasuratan
"71.02.08.2002",Parepei (Parepey)
"71.02.08.2003",Pulutan
"71.02.08.2004",Sinuian
"71.02.08.2005",Kaima
"71.02.08.2006",Sendangan
"71.02.08.2007",Timu
"71.02.08.2008",Talikuran
"71.02.08.2009",Tampusu
"71.02.08.2010",Paslaten
"71.02.08.2011",Leleko
"71.02.09.2004",Wolaang
"71.02.09.2005",Teep
"71.02.09.2006",Karondoran
"71.02.09.2007",Waleure
"71.02.09.2008",Amongena Satu (I)
"71.02.09.2009",Amongena Dua (II)
"71.02.09.2010",Sumarayar
"71.02.09.2018",Amongena Tiga
"71.02.10.2001",Koyawas
"71.02.10.2002",Walewangko
"71.02.10.2003",Noongan (Noongan I)
"71.02.10.2004",Raringis
"71.02.10.2005",Ampreng
"71.02.10.2006",Tumaratas (Tumaratas I)
"71.02.10.2009",Paslateh (Paslaten)
"71.02.10.2010",Lowian
"71.02.10.2011",Tounelet
"71.02.10.2014",Kopiwangker
"71.02.10.2015",Noongan Dua (Noongan II)
"71.02.10.2016",Noongan Tiga (Noongan III)
"71.02.10.2017",Tumaratas Dua (Tumaratas II)
"71.02.10.2018",Raranon
"71.02.10.2019",Raringis Utara
"71.02.10.2020",Raringis Selatan
"71.02.11.2001",Leilem
"71.02.11.2002",Kolongan Atas
"71.02.11.2003",Tounelet Satu
"71.02.11.2004",Talikuran
"71.02.11.2005",Kauneran
"71.02.11.2006",Sendangan
"71.02.11.2007",Rambunan
"71.02.11.2008",Sawangan
"71.02.11.2009",Tincep
"71.02.11.2010",Timbukar
"71.02.11.2011",Leilem Dua
"71.02.11.2012",Leilem Tiga
"71.02.11.2013",Kolongan Atas Dua
"71.02.11.2014",Kauneran Satu
"71.02.11.2015",Rambunan Amian
"71.02.11.2016",Sandangan Satu
"71.02.11.2017",Talikuran Satu
"71.02.11.2018",Tounelet
"71.02.11.2019",Kotongan Atas Satu
"71.02.12.1005",Sendangan
"71.02.12.1011",Kinali
"71.02.12.1019",Sendangan Selatan
"71.02.12.1020",Sendangan Tengah
"71.02.12.1028",Uner Satu
"71.02.12.1029",Kinali Satu
"71.02.12.2012",Tondegesan
"71.02.12.2016",Kanonang Tiga
"71.02.12.2030",Tondegesan I
"71.02.12.2031",Tondegesan II
"71.02.13.2001",Pineleng I (Pineleng Satu)
"71.02.13.2002",Pineleng II (Pineleng Dua)
"71.02.13.2003",Sea I
"71.02.13.2004",Sea II
"71.02.13.2005",Winagun Atas (Winangun Atas)
"71.02.13.2006",Warembungan
"71.02.13.2007",Sea
"71.02.13.2014",Kali
"71.02.13.2016",Kali Selatan
"71.02.13.2020",Pineleng Dua Indah
"71.02.13.2021",Lotta
"71.02.13.2022",Sea Mitra
"71.02.13.2023",Sea Tumpengan
"71.02.13.2024",Pineleng Satu Timur
"71.02.14.2001",Kembes II (Kembes Dua)
"71.02.14.2002",Kembes I (Kembes Satu)
"71.02.14.2003",Toumbuluan (Tombuluan)
"71.02.14.2004",Koka
"71.02.14.2005",Suluan
"71.02.14.2006",Kamangta
"71.02.14.2007",Sawangan
"71.02.14.2008",Rumengkor
"71.02.14.2009",Tikela
"71.02.14.2010",Rumengkor Satu
"71.02.14.2011",Rumengkor Dua
"71.02.15.2001",Kumu
"71.02.15.2002",Teling
"71.02.15.2003",Poopoh
"71.02.15.2004",Ranowangko
"71.02.15.2005",Senduk
"71.02.15.2007",Pinasungkulan
"71.02.15.2009",Mokupa
"71.02.15.2010",Sarani Matani
"71.02.15.2011",Borgo
"71.02.15.2012",Tambala
"71.02.16.1001",Sumalangka
"71.02.16.1002",Sasaran
"71.02.16.1003",Kampung Jawa
"71.02.16.1004",Wulauan (Wulaoan)
"71.02.16.1005",Marawas
"71.02.16.2006",Tonsea Lama
"71.02.16.2007",Kembuan
"71.02.16.2008",Kembuan Satu
"71.02.17.2001",Palamba
"71.02.17.2002",Atep
"71.02.17.2003",Manembo
"71.02.17.2004",Temboan
"71.02.17.2005",Rumbia
"71.02.17.2006",Winebetan
"71.02.17.2007",Kaayuran Atas
"71.02.17.2008",Kaayuran Bawah
"71.02.17.2009",Kawatak
"71.02.17.2010",Atep Satu
"71.02.18.1001",Urongo
"71.02.18.1002",Tounsaru
"71.02.18.1003",Tataaran Dua (II)
"71.02.18.1004",Tataaran Satu (I)
"71.02.18.1005",Koya
"71.02.18.1006",Paleloan (Peleloan)
"71.02.18.1007",Tataaran Patar
"71.02.18.1008",Maesa Unima
"71.02.19.2001",Walantakan
"71.02.19.2002",Taraitak
"71.02.19.2003",Karumenga
"71.02.19.2004",Toraget
"71.02.19.2005",Tempang (Tempang I)
"71.02.19.2006",Tempang II
"71.02.19.2007",Tempang III
"71.02.19.2008",Taraitak Satu
"71.02.20.2001",Wasian
"71.02.20.2002",Panasen
"71.02.20.2003",Tountimomor
"71.02.20.2004",Totolan
"71.02.20.2005",Passo (Paso)
"71.02.20.2006",Kalawiran
"71.02.20.2007",Touliang
"71.02.20.2008",Simbel
"71.02.20.2009",Wailang
"71.02.20.2010",Bukit Tinggi
"71.02.21.1001",Talikuran
"71.02.21.1002",Talikuran Utara
"71.02.21.1003",Talikuran Barat
"71.02.21.1004",Uner
"71.02.21.2005",Kiawa Satu
"71.02.21.2006",Kiawa Satu Utara
"71.02.21.2007",Kiawa Satu Barat
"71.02.21.2008",Kiawa Dua
"71.02.21.2009",Kiawa Dua Timur
"71.02.21.2010",Kiawa Dua Barat
"71.02.22.2001",Kayuum (Kayuuwi)
"71.02.22.2002",Kayuuwi Satu
"71.02.22.2003",Kanonang Satu
"71.02.22.2004",Kanonang Dua
"71.02.22.2005",Kanonang Empat
"71.02.22.2006",Kanonang Lima
"71.02.22.2007",Tombasian Atas
"71.02.22.2008",Tombasian Atas Satu
"71.02.22.2009",Tombasian Bawah
"71.02.22.2010",Ranolambot
"71.02.23.2001",Kalasey Satu
"71.02.23.2002",Kalasey Dua
"71.02.23.2003",Tateli
"71.02.23.2004",Tateli Weru
"71.02.23.2005",Tateli Satu
"71.02.23.2006",Tateli Dua
"71.02.23.2007",Tateli Tiga
"71.02.23.2008",Koha
"71.02.23.2009",Koha Barat
"71.02.23.2010",Koha Timur
"71.02.23.2011",Koha Selatan
"71.02.23.2012",Agotey
"71.02.24.2001",Lemoh
"71.02.24.2002",Lemoh Barat
"71.02.24.2003",Lemoh Timur
"71.02.24.2004",Lemoh Uner
"71.02.24.2005",Lolah
"71.02.24.2006",Lolah Satu
"71.02.24.2007",Lolah Dua
"71.02.24.2008",Lolah Tiga
"71.02.24.2009",Ranotongkor
"71.02.24.2010",Ranotongkor Timur
"71.02.25.2001",Penaesaan
"71.02.25.2002",Tompaso Dua
"71.02.25.2003",Tompaso Dua Utara
"71.02.25.2004",Pinabetengan Utara
"71.02.25.2005",Pinabetengan
"71.02.25.2006",Pinabetengan Selatan
"71.02.25.2007",Tonsewer
"71.02.25.2008",Tonsewer Selatan
"71.02.25.2009",Touure
"71.02.25.2010",Touure Dua
"71.03.08.2001",Kalasuge
"71.03.08.2002",Bahu
"71.03.08.2003",Mala
"71.03.08.2004",Kalekube
"71.03.08.2005",Naha (Nahasahabe)
"71.03.08.2006",Beha
"71.03.08.2007",Utaurano
"71.03.08.2008",Lenganeng
"71.03.08.2009",Tarolang
"71.03.08.2010",Tola
"71.03.08.2011",Kalurae
"71.03.08.2012",Bengketang
"71.03.08.2013",Petta
"71.03.08.2014",Bowongkulu
"71.03.08.2016",Pusunge
"71.03.08.2017",Moade
"71.03.08.2019",Raku
"71.03.08.2020",Petta Timur
"71.03.08.2021",Petta Barat
"71.03.08.2022",Petta Selatan
"71.03.08.2023",Likuang
"71.03.08.2024",Kalekube I
"71.03.08.2025",Bowongkulu I
"71.03.08.2026",Naha I
"71.03.09.2001",Nanedakele
"71.03.09.2002",Nusa
"71.03.09.2003",Bukide
"71.03.09.2004",Bukide Timur
"71.03.09.2005",Nanusa
"71.03.10.2001",Kaluwatu
"71.03.10.2002",Laine
"71.03.10.2003",Lapango
"71.03.10.2004",Sowaeng (Mawira)
"71.03.10.2005",Ngalipaeng Satu (I)
"71.03.10.2006",Ngalipaeng Dua (II)
"71.03.10.2007",Batunderang
"71.03.10.2008",Bebalang
"71.03.10.2009",Mawira
"71.03.10.2010",Pindang
"71.03.10.2011",Lapepahe
"71.03.10.2012",Lehimi Tariang
"71.03.10.2013",Lapango I
"71.03.11.2001",Kalama
"71.03.11.2002",Kahakitang
"71.03.11.2003",Mahenggetang (Mahengetang)
"71.03.11.2004",Para
"71.03.11.2005",Dalako Bembanehe (Dalako Bembanahe)
"71.03.11.2006",Taleko Batusaiki
"71.03.11.2007",Para I
"71.03.12.2001",Nagha I (Satu)
"71.03.12.2002",Nagha II (Dua)
"71.03.12.2003",Pokol
"71.03.12.2004",Balane
"71.03.12.2005",Binala
"71.03.12.2006",Ulung Peliang (Ulungpeliang)
"71.03.12.2007",Menggawa
"71.03.12.2008",Kalinda
"71.03.12.2009",Bebu
"71.03.12.2010",Makalekuhe (Makalakuhe)
"71.03.12.2011",Pananaru
"71.03.12.2012",Dagho
"71.03.12.2013",Mahumu
"71.03.12.2014",Lelipang
"71.03.12.2015",Menggawa II
"71.03.12.2016",Kalama Darat
"71.03.12.2017",Kalinda I
"71.03.12.2018",Mahumu I
"71.03.12.2019",Mahumu II
"71.03.12.2020",Hesang
"71.03.13.2001",Tawoali
"71.03.13.2002",Barangka
"71.03.13.2003",Nahepese
"71.03.13.2004",Manumpitaeng
"71.03.13.2005",Taloarane
"71.03.13.2006",Mala
"71.03.13.2007",Karatung I
"71.03.13.2008",Karatung II
"71.03.13.2009",Kauhis
"71.03.13.2010",Sesiwung
"71.03.13.2011",Lebo
"71.03.13.2012",Barangkalang
"71.03.13.2013",Belengang
"71.03.13.2014",Bakalaeng
"71.03.13.2015",Hiung
"71.03.13.2016",Pinebentengang
"71.03.13.2017",Taloarane I
"71.03.13.2018",Bengka
"71.03.14.2001",Bowongkali
"71.03.14.2002",Kulur I
"71.03.14.2003",Kulur II
"71.03.14.2004",Bira
"71.03.14.2005",Kuma
"71.03.14.2006",Bungalawang
"71.03.14.2007",Miulu
"71.03.14.2008",Gunung
"71.03.14.2009",Talengen
"71.03.14.2010",Biru
"71.03.14.2011",Tariang Baru (Tariangbaru)
"71.03.14.2012",Sensong
"71.03.14.2013",Rendingan
"71.03.14.2014",Palahanaeng
"71.03.14.2015",Timbelang
"71.03.14.2016",Pelelangen
"71.03.14.2017",Malueng
"71.03.14.2018",Kuma I
"71.03.15.2001",Simueng
"71.03.15.2002",Bentung
"71.03.15.2003",Lesabe
"71.03.15.2004",Malammenggu (Malamenggu)
"71.03.15.2005",Palareng
"71.03.15.2007",Binebas
"71.03.15.2008",Mandoi
"71.03.15.2015",Batuwingkung
"71.03.15.2016",Birahi
"71.03.15.2017",Laotongan
"71.03.15.2018",Bukide
"71.03.15.2019",Kalagheng
"71.03.15.2020",Lesabe I
"71.03.15.2021",Bulo
"71.03.16.2001",Kendahe I (Kendahe Satu)
"71.03.16.2002",Kendahe II (Kendahe Dua)
"71.03.16.2003",Talawid
"71.03.16.2004",Tariang Lama (Tarianglama)
"71.03.16.2005",Pempalaraeng
"71.03.16.2006",Mohong Sawang (Mohongsawang)
"71.03.16.2007",Lipang (Lipaeng)
"71.03.16.2008",Kawaluso
"71.03.17.1006",Sawang Bendar
"71.03.17.1007",Soataloara I
"71.03.17.1008",Apengsembeka (Apeng Sembeka)
"71.03.17.1009",Mahena
"71.03.17.1015",Bungalawang
"71.03.17.1016",Santiago
"71.03.17.1017",Manente
"71.03.17.1018",Soataloara II
"71.03.19.2001",Hangke
"71.03.19.2002",Salurang
"71.03.19.2003",Tambung
"71.03.19.2004",Beeng
"71.03.19.2005",Lehupu
"71.03.19.2006",Bowone
"71.03.19.2007",Beeng Laut
"71.03.19.2008",Tenda
"71.03.19.2009",Aha Patung
"71.03.20.2001",Pintareng
"71.03.20.2002",Basauh
"71.03.20.2003",Tumalede
"71.03.20.2004",Sampakang
"71.03.20.2005",Dalokaweng
"71.03.20.2006",Malisade
"71.03.23.1001",Pananekeng
"71.03.23.1002",Angges
"71.03.23.1003",Kolongan Mitung
"71.03.23.1004",Kolongan Beha
"71.03.23.1005",Kolongan Beha Baru
"71.03.23.1006",Kolongan Akembawi (Akembawi)
"71.03.24.1001",Lesa
"71.03.24.1002",Enengpahembang
"71.03.24.1003",Tapuang
"71.03.24.1004",Tidore
"71.03.24.1005",Tona I
"71.03.24.1006",Tona II
"71.03.24.1007",Dumuhung
"71.03.24.1008",Batulewehe
"71.03.25.2001",Marore
"71.03.25.2002",Kawio
"71.03.25.2003",Matutuang
"71.04.01.1005",Lirung
"71.04.01.1011",Lirung Satu (Lirung I)
"71.04.01.1024",Lirung Matane
"71.04.01.2006",Sereh
"71.04.01.2007",Musi
"71.04.01.2015",Talolang
"71.04.01.2017",Sereh I
"71.04.02.1005",Beo
"71.04.02.1017",Beo Timur
"71.04.02.1018",Beo Barat
"71.04.02.2011",Bantik (Beo Bantik)
"71.04.02.2019",Bengel
"71.04.02.2020",Bantik Lama
"71.04.03.2003",Alo
"71.04.03.2004",Nunu
"71.04.03.2005",Rainis
"71.04.03.2006",Bantane
"71.04.03.2007",Tabang
"71.04.03.2014",Parangen
"71.04.03.2015",Bantane Utara
"71.04.03.2018",Tabang Barat
"71.04.03.2020",Nunu Utara
"71.04.03.2021",Rainis Batupenga (Rainis Baru Penga)
"71.04.03.2022",Alo Utara
"71.04.04.2006",Essang
"71.04.04.2007",Lalue
"71.04.04.2008",Bulude
"71.04.04.2016",Maririk
"71.04.04.2018",Essang Selatan
"71.04.04.2019",Bulude Selatan
"71.04.04.2020",Lalue Tengah
"71.04.04.2021",Lalue Utara
"71.04.05.2001",Kakorotan
"71.04.05.2002",Marampit
"71.04.05.2003",Laluhe
"71.04.05.2004",Dampulis
"71.04.05.2005",Karatung
"71.04.05.2007",Karatung Tengah
"71.04.05.2008",Karatung Selatan
"71.04.05.2009",Dampulis Selatan
"71.04.05.2010",Marampit Timur
"71.04.06.2001",Pangeran
"71.04.06.2007",Bulude
"71.04.06.2008",Pantuge (Patuge)
"71.04.06.2009",Kabaruan
"71.04.06.2010",Mangaran
"71.04.06.2011",Kordakel
"71.04.06.2012",Rarange
"71.04.06.2013",Taduna
"71.04.06.2017",Kabaruan Timur
"71.04.06.2018",Pantuge Timur (Patuge Timur)
"71.04.06.2019",Pannulan
"71.04.06.2020",Bulude Selatan
"71.04.07.1001",Melonguane
"71.04.07.1009",Melonguane Timur
"71.04.07.1010",Melonguane Barat
"71.04.07.2002",Mala
"71.04.07.2003",Kiama
"71.04.07.2006",Tarun
"71.04.07.2007",Sawang
"71.04.07.2008",Ambela
"71.04.07.2011",Tarun Selatan
"71.04.07.2012",Kiama Barat
"71.04.07.2015",Maredaren Utara
"71.04.07.2016",Sawang Utara
"71.04.07.2017",Mala Timur
"71.04.08.2001",Mamahan
"71.04.08.2002",Bambung
"71.04.08.2003",Taturan
"71.04.08.2004",Gemeh
"71.04.08.2005",Arangkaa
"71.04.08.2006",Malat
"71.04.08.2007",Apan
"71.04.08.2008",Taruan
"71.04.08.2009",Bannada
"71.04.08.2010",Gemeh Rasmata (Gemeh Raamata)
"71.04.08.2011",Gemeh Wantane
"71.04.08.2012",Bambung Timur
"71.04.08.2013",Malat Utara
"71.04.08.2014",Mamahan Barat
"71.04.08.2015",Lahu
"71.04.09.2001",Peret
"71.04.09.2002",Ighik
"71.04.09.2003",Birang
"71.04.09.2004",Akas
"71.04.09.2005",Damau
"71.04.09.2006",Damau Bowone (Damau Bawone)
"71.04.09.2007",Taduwale
"71.04.09.2008",Akas Balane
"71.04.10.2001",Tuabatu
"71.04.10.2002",Dapalan
"71.04.10.2003",Riung
"71.04.10.2004",Ammat
"71.04.10.2005",Binalang
"71.04.10.2006",Ganalo
"71.04.10.2007",Dapihe
"71.04.10.2008",Tuabatu Barat
"71.04.10.2009",Ammat Selatan
"71.04.10.2010",Binalang Timur
"71.04.10.2011",Riung Utara
"71.04.11.2001",Bitunuris
"71.04.11.2002",Bitunuris Selatan
"71.04.11.2003",Salibabu
"71.04.11.2004",Salibabu Utara
"71.04.11.2005",Dalum
"71.04.11.2006",Balang
"71.04.12.2001",Kalongan
"71.04.12.2002",Kalongan Utara
"71.04.12.2003",Kalongan Selatan
"71.04.12.2004",Alude
"71.04.12.2005",Musi I
"71.04.13.2001",Pulau Miangas
"71.04.14.1001",Makatara
"71.04.14.1002",Makatara Timur
"71.04.14.2003",Awit
"71.04.14.2004",Awit Selatan
"71.04.14.2005",Rae
"71.04.14.2006",Rae Selatan
"71.04.14.2007",Lobbo
"71.04.14.2008",Lobbo I
"71.04.15.2001",Pulutan
"71.04.15.2002",Pulutan Utara
"71.04.15.2003",Pulutan Selatan
"71.04.15.2004",Daran
"71.04.15.2005",Daran Utara
"71.04.16.2001",Tule
"71.04.16.2002",Tule Tengah
"71.04.16.2003",Tule Utara
"71.04.16.2004",Bowombaru (Bawombaru)
"71.04.16.2005",Bowombaru Tengah
"71.04.16.2006",Bowombaru Utara
"71.04.17.2001",Moronge
"71.04.17.2002",Moronge I
"71.04.17.2003",Moronge II
"71.04.17.2004",Moronge Selatan
"71.04.17.2005",Moronge Selatan II
"71.04.17.2006",Moronge Selatan I
"71.04.18.2001",Pampalu (Papmpalu)
"71.04.18.2002",Rusoh (Russoh/Ruso)
"71.04.18.2003",Niampak
"71.04.18.2004",Niampak Utara
"71.04.18.2005",Tarohan
"71.04.18.2006",Tarohan Selatan
"71.04.18.2007",Matahit
"71.04.19.2001",Sambuara Satu
"71.04.19.2002",Sambuara
"71.04.19.2003",Ensem
"71.04.19.2004",Ensem I (Ensem Timur)
"71.04.19.2005",Batumbalango
"71.04.19.2006",Ambia
"71.04.19.2007",Ambia Utara
"71.04.19.2008",Kuma
"71.04.19.2009",Kuma Selatan
"71.05.01.2001",Sinisir
"71.05.01.2002",Kakenturan
"71.05.01.2003",Palelon
"71.05.01.2004",Pinasungkulan
"71.05.01.2005",Wulurmaatus
"71.05.01.2006",Makaaruyen
"71.05.01.2007",Linelean
"71.05.01.2008",Mokobang
"71.05.01.2009",Kakenturan Barat
"71.05.01.2010",Pinasungkulan Utara
"71.05.02.2009",Raraatean
"71.05.02.2010",Sion
"71.05.02.2011",Tompaso Baru I (Tompaso Baru Satu)
"71.05.02.2012",Kinalawiran
"71.05.02.2013",Tompaso Baru II (Tompaso Baru Dua)
"71.05.02.2014",Pinaesaan
"71.05.02.2015",Torout
"71.05.02.2016",Lindangan
"71.05.02.2017",Karowa
"71.05.02.2018",Liandok
"71.05.03.2002",Poopo
"71.05.03.2003",Ranoyapo (Ranoiapo)
"71.05.03.2004",Mopolo
"71.05.03.2005",Beringin
"71.05.03.2006",Powalutan
"71.05.03.2008",Lompad
"71.05.03.2009",Lompad Baru
"71.05.03.2010",Pontak
"71.05.03.2012",Poopo Utara
"71.05.03.2013",Poopo Barat
"71.05.03.2014",Pontak Satu
"71.05.03.2015",Mopolo Esa
"71.05.07.2001",Motoling
"71.05.07.2002",Motoling Mawale
"71.05.07.2003",Motoling I (Motoling Satu)
"71.05.07.2004",Motoling II (Motoling Dua)
"71.05.07.2005",Picuan Baru
"71.05.07.2015",Lalumpe
"71.05.07.2021",Raanan Lama
"71.05.08.2001",Blongko
"71.05.08.2002",Boyongpante (Boyong Pante)
"71.05.08.2003",Tiniwangko (Tiniawangko)
"71.05.08.2004",Ongkaw I (Ongkaw Satu)
"71.05.08.2005",Ongkaw II (Ongkaw Dua)
"71.05.08.2006",Aergale
"71.05.08.2007",Poigar I (Poigar Satu)
"71.05.08.2008",Poigar II (Poigar Dua)
"71.05.08.2009",Durian
"71.05.08.2010",Tanamon
"71.05.08.2011",Ongkaw Tiga
"71.05.08.2012",Boyongpante Dua
"71.05.08.2013",Tanamon Utara
"71.05.09.2001",Boyong Atas
"71.05.09.2002",Paku Ure II (Pakuure Dua)
"71.05.09.2003",Tenga
"71.05.09.2004",Radey
"71.05.09.2005",Tawaang
"71.05.09.2009",Pakuweru
"71.05.09.2010",Sapa
"71.05.09.2011",Pakuure Satu
"71.05.09.2012",Pakuure Tiga
"71.05.09.2014",Molinow
"71.05.09.2015",Paku Ure (Pakuure)
"71.05.09.2016",Paku Ure Tinanian (Pakuure Tinanian)
"71.05.09.2017",Paku Ure Kinamang (Pakuure Kinamang)
"71.05.09.2018",Pakuweru Utara
"71.05.09.2019",Sapa Barat
"71.05.09.2020",Sapa Timur
"71.05.09.2021",Tawaang Timur
"71.05.09.2022",Tawaang Barat
"71.05.10.1004",Buyungon
"71.05.10.1005",Ranoyapo
"71.05.10.1006",Uwuran I (Uwuran Satu)
"71.05.10.1007",Uwuran II (Uwuran Dua)
"71.05.10.1008",Lewet
"71.05.10.1010",Bitung
"71.05.10.2009",Ranoketang Tua
"71.05.10.2018",Kilometer 3 (Kilometer Tiga)
"71.05.12.2001",Tumpaan Satu
"71.05.12.2002",Tumpaan
"71.05.12.2003",Matani
"71.05.12.2004",Popontolen
"71.05.12.2005",Lelema
"71.05.12.2006",Tangkunei (Tangkuney)
"71.05.12.2007",Munte
"71.05.12.2016",Tumpaan Baru
"71.05.12.2017",Matani Satu
"71.05.12.2018",Tumpan Dua (Tumpaan Dua)
"71.05.13.2001",Pinamorongan
"71.05.13.2002",Kaneyan
"71.05.13.2003",Koreng
"71.05.13.2004",Tumaluntung
"71.05.13.2005",Rumoong Atas (Romoong Atas)
"71.05.13.2006",Lansot
"71.05.13.2007",Wiau Lapi
"71.05.13.2008",Wuwuk
"71.05.13.2014",Rumoong Atas Dua (Romoong Atas Dua)
"71.05.13.2017",Lansot Timur
"71.05.13.2018",Wuwuk Barat
"71.05.13.2019",Tumaluntung Satu
"71.05.13.2020",Wiau Lapi Barat
"71.05.15.2002",Kumelembuai
"71.05.15.2003",Kumelembuai Atas
"71.05.15.2004",Kumelembuai Satu
"71.05.15.2005",Malola
"71.05.15.2006",Malola I (Malola Satu)
"71.05.15.2007",Makasili
"71.05.15.2011",Kumelembuai Dua
"71.05.15.2015",Lolombulan Makasili
"71.05.16.2001",Tumani
"71.05.16.2002",Lowian
"71.05.16.2003",Kinaweruan
"71.05.16.2004",Liningaan
"71.05.16.2005",Bojonegoro
"71.05.16.2006",Tambelang
"71.05.16.2007",Kinamang
"71.05.16.2008",Temboan
"71.05.16.2009",Kinamang Satu (Kinamang I)
"71.05.16.2010",Lowian Satu
"71.05.16.2011",Tumani Utara
"71.05.16.2012",Tumani Selatan
"71.05.17.1002",Kawangkoan Bawah
"71.05.17.1003",Rumoong Bawah (Kelurahan Rumoong Bawah)
"71.05.17.2001",Kapitu
"71.05.17.2004",Rumoong Bawah
"71.05.17.2005",Tewasen
"71.05.17.2006",Pondos
"71.05.17.2007",Elusan
"71.05.17.2008",Teep
"71.05.17.2009",Wakan
"71.05.17.2010",Teep Trans
"71.05.18.1002",Pondang
"71.05.18.1003",Ranomea
"71.05.18.2001",Lopana
"71.05.18.2004",Pinaling
"71.05.18.2005",Kota Menara
"71.05.18.2006",Maliku
"71.05.18.2007",Ritey
"71.05.18.2008",Malenos Baru
"71.05.18.2009",Maliku Satu
"71.05.18.2010",Lopana Satu
"71.05.19.2001",Paslaten
"71.05.19.2002",Sulu
"71.05.19.2003",Bajo
"71.05.19.2004",Wawona
"71.05.19.2005",Popareng
"71.05.19.2006",Wawontulap
"71.05.19.2007",Sondaken
"71.05.19.2008",Pungkol
